,0,1,2,3,4,5,6,7,8,9,10,11,12,13
2019,这,个,点,子,太,妙,了,,,,,,,
2023,了,不,起,,,,,,,,,,,
2027,对,吧,,,,,,,,,,,,
2031,三,方,平,分,,,,,,,,,,
2035,好,当,然,没,问,题,,,,,,,,
2039,我,就,当,实,习,生,,,,,,,,
2043,我,是,梅,兰,妮,,,,,,,,,
2047,很,好,,,,,,,,,,,,
2051,梅,兰,妮,她,是,欧,多,利,欧,,,,,
2055,欧,什,么,,,,,,,,,,,
2056,多,利,欧,,,,,,,,,,,
2060,欧,多,利,欧,我,喜,欢,,,,,,,
2064,我,一,直,想,做,这,种,刺,激,的,事,,,
2068,不,要,碰,不,要,碰,桌,子,,,,,,
2072,我,遇,过,很,多,这,种,小,地,震,,,,
2076,它,会,让,物,品,都,带,电,会,触,电,,,
2080,这,可,能,只,是,前,奏,,,,,,,
2084,噪,音,会,愈,来,愈,大,,,,,,,
2088,这,场,应,该,还,好,,,,,,,,
2092,大,地,震,会,很,大,声,,,,,,,
2096,被,东,西,压,死,还,算,你,走,运,,,,
2100,当,场,就,会,死,掉,,,,,,,,
2104,死,得,痛,快,,,,,,,,,,
2108,直,接,进,入,涅,槃,,,,,,,,
2112,所,以,嘛,人,生,苦,短,,,,,,,
2116,我,说,的,没,错,吧,,,,,,,,
2120,他,们,真,有,个,性,非,常,特,别,,,,
2124,但,你,能,为,他,们,担,保,对,吧,,,,
2128,担,保,,,,,,,,,,,,
2132,我,是,指,基,本,的,安,全,,,,,,
2136,我,有,朋,友,在,跳,脱,衣,舞,,,,,
2137,但,我,也,不,会,去,跳,,,,,,,
2141,但,这,感,觉,更,,,,,,,,,
2145,说,实,话,我,最,爱,的,电,影,,,,,
2146,是,瞒,天,过,海,,,,,,,,,
2150,能,参,与,真,正,的,窃,案,,,,,,
2151,我,感,到,相,当,兴,奋,,,,,,,
2155,你,怎,么,认,识,他,们,的,,,,,,
2159,他,们,是,我,爸,妈,,,,,,,,
2163,真,有,意,思,的,上,衣,,,,,,,
2167,谢,谢,,,,,,,,,,,,
2171,这,其,实,是,洋,装,我,只,是,,,,,
2175,我,喜,欢,你,的,运,动,外,套,,,,,
2179,苏,你,的,气,色,真,不,错,,,,,,
2183,我,们,来,了,他,们,是,我,的,家,人,,,
2187,这,个,好,漂,亮,喔,,,,,,,,
2191,很,美,吧,我,丈,夫,给,我,的,,,,,
2195,他,在,英,国,买,的,,,,,,,,
2199,我,父,母,两,边,的,祖,先,都,是,英,国,人,
2203,我,想,那,里,的,人,比,较,文,明,,,,
2207,比,较,会,,,,,,,,,,,
2208,这,个,好,可,爱,,,,,,,,,
2212,苏,我,喜,欢,这,只,狗,,,,,,,
2216,天,哪,,,,,,,,,,,,
2220,我,真,是,笨,手,笨,脚,,,,,,,
2221,没,关,系,妈,妈,,,,,,,,,
2225,你,不,要,自,责,,,,,,,,,
2229,我,都,不,知,道,你,们,是,,,,,,
2233,但,你,不,是,英,国,人,,,,,,,
2237,不,是,,,,,,,,,,,,
2238,你,太,黑,了,,,,,,,,,,
2242,到,处,都,有,肤,色,深,的,人,,,,,
2246,我,知,道,但,一,般,想,到,英,国,人,,,
2250,她,是,养,女,,,,,,,,,,
2254,一,个,是,上,天,赐,予,,,,,,,
2255,一,个,是,我,们,选,择,的,,,,,,
2259,我,对,小,狮,蚁,也,是,这,种,感,觉,,,
2263,过,来,这,里,宝,贝,,,,,,,,
2267,小,狮,蚁,很,美,的,名,字,,,,,,
2271,那,是,,,,,,,,,,,,
2272,那,是,法,文,,,,,,,,,,
2276,才,我,们,要,元,,,,,,,,,
2280,不,要,操,之,过,急,,,,,,,,
2284,存,款,超,过,七,百,会,招,来,银,行,检,查,
2288,我,们,再,做,个,几,次,,,,,,,
2292,周,五,前,再,两,票,,,,,,,,
2293,没,错,,,,,,,,,,,,
2297,什,么,,,,,,,,,,,,
2298,不,行,,,,,,,,,,,,
2302,如,果,被,抓,到,我,就,惨,了,,,,,
2303,我,是,波,多,黎,各,人,,,,,,,
2307,很,厉,害,吧,,,,,,,,,,
2311,欧,多,利,欧,还,不,会,写,字,,,,,
2312,就,学,会,伪,造,了,,,,,,,,
2316,她,就,是,靠,这,个,学,写,字,的,,,,
2320,我,的,计,划,怎,么,办,难,道,就,,,,
2324,你,的,计,划,是,,,,,,,,,
2325,利,用,寂,寞,老,人,的,慷,慨,赚,钱,,,
2329,等,等,,,,,,,,,,,,
2333,你,弄,掉,了,我,的,指,甲,,,,,,
2337,我,现,在,要,全,部,摘,掉,了,,,,,
2341,如,果,少,了,一,片,指,甲,,,,,,
2342,我,就,像,疯,婆,子,一,样,,,,,,
2346,你,在,,,,,,,,,,,,
2350,好,我,可,以,,,,,,,,,,
2354,要,用,特,制,的,洗,甲,水,才,行,,,,
2358,没,错,,,,,,,,,,,,
2359,这,是,很,灵,活,高,收,益,的,生,意,,,
2363,没,错,设,计,得,很,精,巧,,,,,,
2367,我,之,前,没,注,意,到,,,,,,,
2368,这,其,实,很,时,髦,,,,,,,,
2372,我,觉,得,应,该,先,缴,给,房,东,,,,
2376,跟,他,说,剩,下,的,尽,快,补,齐,,,,
2380,你,好,,,,,,,,,,,,
2384,你,好,,,,,,,,,,,,
2388,看,看,这,个,家,伙,你,们,看,,,,,
2392,我,活,像,个,参,议,员,,,,,,,
2396,我,喜,欢,泡,热,水,澡,,,,,,,
2400,你,的,浴,室,是,什,么,颜,色,,,,,
2404,你,觉,得,这,个,搭,吗,,,,,,,
2405,这,种,珊,瑚,纹,样,式,,,,,,,
2409,受,不,了,了,,,,,,,,,,
2413,可,以,这,样,滑,进,来,,,,,,,
2414,进,来,呀,欧,多,利,欧,,,,,,,
2418,这,样,擅,自,进,去,不,好,吧,,,,,
2422,当,然,可,以,,,,,,,,,,
2426,可,以,试,躺,看,看,进,去,吧,,,,,
2430,请,不,要,拘,束,让,我,帮,你,,,,,
2434,我,可,以,自,己,来,,,,,,,,
2438,找,个,坐,起,来,舒,服,的,位,置,,,,
2442,空,间,大,得,很,,,,,,,,,
2446,现,在,请,想,像,一,下,,,,,,,
2450,热,水,会,淹,到,这,里,,,,,,,
2454,我,也,进,去,吧,,,,,,,,,
2458,抱,歉,,,,,,,,,,,,
2462,总,共,有,个,可,调,整,的,按,摩,头,,,
2466,还,有,对,准,脖,子,和,肩,膀,的,喷,嘴,,
2470,瀑,布,式,水,龙,头,,,,,,,,
2474,创,造,舒,缓,身,心,的,氛,围,,,,,
2478,会,有,一,种,氛,围,,,,,,,,
2482,我,要,继,续,吗,她,动,心,了,对,吧,,,
2486,这,要,多,少,钱,,,,,,,,,
2490,元,,,,,,,,,,,,,
2494,只,要,先,付,元,,,,,,,,,
2498,每,个,月,缴,元,,,,,,,,,
2502,年,利,率,百,分,之,,,,,,,,
2506,我,们,付,元,就,能,带,走,它,,,,,
2510,没,错,但,不,是,这,一,个,,,,,,
2514,我,们,必,须,从,仓,库,出,货,,,,,
2518,但,是,明,天,就,会,到,货,,,,,,
2522,元,,,,,,,,,,,,,
2526,如,果,我,不,满,意,,,,,,,,
2530,随,时,可,以,退,货,,,,,,,,
2531,你,们,会,全,额,退,费,,,,,,,
2535,安,装,了,以,后,就,不,能,,,,,,
2539,装,好,了,当,然,不,行,,,,,,,
2543,但,如,果,还,没,装,好,,,,,,,
2547,当,然,如,果,尺,寸,不,合,,,,,,
2548,或,是,颜,色,不,搭,,,,,,,,
2552,可,以,加,购,保,护,膜,,,,,,,
2556,我,要,给,你,一,个,建,议,,,,,,
2560,什,么,,,,,,,,,,,,
2564,衣,服,穿,多,一,点,,,,,,,,
2568,你,让,旁,人,很,不,自,在,,,,,,
2569,我,能,得,到,全,额,退,费,,,,,,
2573,我,们,必,须,速,战,速,决,,,,,,
2577,才,能,在,五,点,前,拦,截,漏,水,,,,
2581,说,实,话,我,有,点,兴,奋,,,,,,
2582,因,为,这,个,人,是,个,讨,厌,鬼,,,,
2586,他,名,叫,阿,贝,,,,,,,,,
2590,天,啊,感,觉,像,不,可,能,的,任,务,,,
2594,他,是,我,们,所,谓,的,爽,约,客,人,,,
2598,他,没,有,来,拿,眼,镜,,,,,,,
2599,所,以,我,必,须,打,电,话,提,醒,,,,
2603,我,打,了,之,后,,,,,,,,,
2604,他,问,我,是,否,能,送,过,来,,,,,
2608,通,常,我,会,说,我,们,没,有,这,项,服,务,
2612,但,是,当,我,告,诉,他,,,,,,,
2613,我,要,带,我,的,家,人,一,起,来,,,,
2617,他,好,像,在,哭,泣,似,乎,很,绝,望,,,
2621,门,没,锁,,,,,,,,,,,
2625,那,我,就,好,吧,,,,,,,,,
2629,你,好,,,,,,,,,,,,
2633,我,不,太,舒,服,,,,,,,,,
2637,但,请,自,己,来,不,要,客,气,,,,,
2641,就,是,这,样,,,,,,,,,,
2645,把,这,里,当,自,己,家,,,,,,,
2649,像,平,常,一,样,在,房,子,里,活,动,,,
2653,我,想,他,只,是,很,寂,寞,,,,,,
2657,不,是,他,假,装,要,我,们,,,,,,
2661,对,啊,假,装,是,他,的,家,人,,,,,
2665,现,在,他,只,落,后,两,杆,,,,,,
2669,很,好,这,样,很,好,,,,,,,,
2673,我,儿,子,以,前,会,看,那,个,节,目,,,
2677,罗,伯,特,你,老,是,在,看,体,育,节,目,,
2681,偶,尔,也,去,割,一,下,草,坪,吧,,,,
2685,很,好,,,,,,,,,,,,
2689,多,做,一,点,这,样,的,事,,,,,,
2693,学,校,怎,么,样,亲,爱,的,,,,,,
2697,学,校,很,好,,,,,,,,,,
2701,你,今,天,过,得,如,何,,,,,,,
2705,麻,烦,大,声,一,点,,,,,,,,
2709,你,今,天,过,得,如,何,,,,,,,
2713,妈,你,今,天,做,了,什,么,,,,,,
2717,你,人,真,好,,,,,,,,,,
2721,这,么,关,心,我,,,,,,,,,
2725,你,真,的,想,知,道,,,,,,,,
2729,不,轻,松,我,每,天,都,很,不,轻,松,,,
2733,为,什,么,发,生,了,什,么,事,,,,,
2737,冰,箱,故,障,了,,,,,,,,,
2741,不,在,这,里,,,,,,,,,,
2745,所,以,,,,,,,,,,,,
2749,你,一,定,是,修,理,冰,箱,的,人,,,,
2753,好,的,,,,,,,,,,,,
2757,我,猜,你,出,勤,时,一,定,遇,到,,,,
2758,很,多,寂,寞,的,女,人,,,,,,,
2762,修,理,冰,箱,的,时,候,,,,,,,
2766,家,庭,主,妇,一,定,对,你,投,怀,送,抱,吧,
2770,如,果,你,需,要,工,具,我,有,工,具,,,
2774,我,只,是,来,工,作,的,,,,,,,
2778,支,票,簿,不,在,这,里,,,,,,,
2782,检,查,他,的,卧,室,快,点,,,,,,
2786,好,困,难,,,,,,,,,,,
2790,好,想,赶,快,入,睡,,,,,,,,
2794,一,睡,不,起,,,,,,,,,,
2798,好,热,闹,,,,,,,,,,,
2802,或,许,来,点,餐,具,碰,撞,的,声,音,,,
2806,或,去,弹,钢,琴,,,,,,,,,
2810,应,该,是,在,房,间,但,要,等,一,下,,,
2814,已,经,四,点,十,五,分,了,,,,,,
2818,要,开,始,漏,水,了,,,,,,,,
2822,他,想,要,,,,,,,,,,,
2826,死,掉,,,,,,,,,,,,
2830,但,我,们,应,该,继,续,,,,,,,
2834,他,说,想,要,听,人,弹,钢,琴,,,,,
2838,还,有,餐,具,碰,撞,的,声,音,,,,,
2842,学,校,怎,么,样,亲,爱,的,,,,,,
2846,很,好,啊,,,,,,,,,,,
2850,但,我,肚,子,好,饿,,,,,,,,
2851,我,也,是,,,,,,,,,,,
2855,你,们,想,吃,剩,下,的,蛋,糕,吗,,,,
2859,好,啊,,,,,,,,,,,,
2863,他,得,分,了,,,,,,,,,,
2864,没,错,一,杆,进,洞,,,,,,,,
2868,我,可,以,吃,一,点,吗,,,,,,,
2872,要,配,牛,奶,吗,,,,,,,,,
2876,麻,烦,你,,,,,,,,,,,
2880,谢,谢,,,,,,,,,,,,
2884,我,明,天,割,一,下,草,坪,好,了,,,,
2888,你,上,周,末,也,这,样,说,,,,,,
2889,有,吗,,,,,,,,,,,,
2893,不,然,我,去,割,吧,,,,,,,,
2897,割,草,机,就,在,车,库,里,嘛,,,,,
2901,静,音,,,,,,,,,,,,
2905,去,看,看,快,点,,,,,,,,,
2909,我,还,在,人,世,间,吗,,,,,,,
2913,是,的,,,,,,,,,,,,
2917,你,还,看,得,到,光,线,吧,,,,,,
2921,因,为,到,时,候,会,是,,,,,,,
2922,一,片,漆,黑,与,寂,静,,,,,,,
2926,拜,托,不,要,乱,动,这,间,房,子,,,,
2930,我,还,要,留,给,孩,子,用,,,,,,
2934,他,们,不,是,坏,孩,子,,,,,,,
2938,只,是,很,忙,,,,,,,,,,
2942,生,命,很,空,虚,,,,,,,,,
2946,就,放,手,吧,不,用,想,太,多,,,,,
2950,就,像,你,放,掉,,,,,,,,,
2954,一,条,绳,子,,,,,,,,,,
2958,就,让,它,,,,,,,,,,,
2962,没,什,么,大,不,了,的,,,,,,,
2966,不,会,吧,,,,,,,,,,,
2970,我,的,天,啊,,,,,,,,,,
2974,怎,么,了,,,,,,,,,,,
2978,怎,么,了,,,,,,,,,,,
2979,这,,,,,,,,,,,,,
2983,我,是,说,,,,,,,,,,,
2984,她,的,情,感,很,脆,弱,,,,,,,
2988,你,不,会,懂,的,但,我,懂,,,,,,
2992,这,不,是,支,票,簿,,,,,,,,
2993,会,悲,伤,是,你,的,本,性,,,,,,
2997,我,不,要,再,做,这,种,事,了,,,,,
3001,我,也,觉,得,不,该,拿,走,他,的,东,西,,
3005,事,情,是,这,样,的,,,,,,,,
3009,支,票,簿,在,房,子,里,的,某,个,地,方,,
3013,找,到,之,后,,,,,,,,,,
3014,我,们,就,把,元,一,次,弄,到,手,,,,
3018,然,后,就,此,收,手,,,,,,,,
3022,因,为,说,实,话,我,觉,得,很,不,舒,服,,
3026,我,觉,得,这,种,事,很,不,舒,服,所,以,,
3030,你,回,去,接,漏,水,,,,,,,,
3034,搭,号,公,车,回,去,还,来,得,及,,,,
3038,快,点,动,作,快,,,,,,,,,
3042,我,了,解,你,坐,下,来,喝,杯,水,,,,
3046,欧,多,利,欧,达,因,,,,,,,,
3050,你,的,儿,子,多,大,了,,,,,,,
3051,三,岁,,,,,,,,,,,,
3055,他,的,名,字,是,,,,,,,,,
3056,塞,勒,斯,小,塞,,,,,,,,,
3060,好,的,,,,,,,,,,,,
3064,你,好,小,塞,,,,,,,,,,
3068,他,也,会,尤,其,是,碰,到,陌,生,人,,,
3072,他,会,大,发,雷,霆,,,,,,,,
3076,好,这,样,很,好,,,,,,,,,
3080,现,在,我,们,知,道,,,,,,,,
3081,有,个,爱,打,人,的,三,岁,孩,子,,,,
3085,这,也,很,正,常,,,,,,,,,
3089,首,先,我,会,观,察,,,,,,,,
3093,你,肚,子,饿,吗,,,,,,,,,
3097,没,有,,,,,,,,,,,,
3101,你,累,了,吗,,,,,,,,,,
3105,没,有,,,,,,,,,,,,
3109,你,看,起,来,很,兴,奋,小,塞,,,,,
3113,你,看,到,其,他,孩,子,很,兴,奋,,,,
3117,你,想,要,他,们,注,意,你,,,,,,
3118,没,错,,,,,,,,,,,,
3122,很,好,,,,,,,,,,,,
3126,有,时,候,这,样,就,够,了,,,,,,
3130,用,言,语,表,达,需,求,就,够,了,,,,
3134,三,岁,小,孩,想,要,被,注,意,,,,,
3135,很,合,理,对,吧,,,,,,,,,
3139,你,应,该,,,,,,,,,,,
3143,如,果,你,想,要,的,话,,,,,,,
3147,她,可,能,想,再,干,一,票,,,,,,
3151,不,可,能,,,,,,,,,,,
3155,我,们,一,起,讲,如,何,,,,,,,
3159,不,然,你,先,开,场,吧,,,,,,,
3163,我,去,看,一,下,前,面,,,,,,,
3167,好,的,,,,,,,,,,,,
3171,欧,多,利,欧,好,像,不,喜,欢,我,,,,
3175,不,是,她,对,谁,都,那,样,,,,,,
3179,她,只,是,不,善,于,表,达,,,,,,
3183,你,女,儿,的,名,字,是,,,,,,,
3187,欧,多,利,欧,,,,,,,,,,
3191,欧,什,么,,,,,,,,,,,
3192,多,利,欧,,,,,,,,,,,
3196,那,是,一,个,中,乐,透,的,流,浪,汉,的,名,字
3197,本,想,说,能,分,一,点,遗,产,,,,,
3201,但,欧,多,利,欧,,,,,,,,,
3205,那,个,老,欧,多,利,欧,最,后,把,钱,,,
3206,都,花,在,实,验,性,抗,癌,药,物,上,,,
3210,好,的,,,,,,,,,,,,
3214,你,女,儿,的,状,况,是,,,,,,,
3218,她,不,知,道,什,么,是,脆,弱,的,情,感,,
3222,你,好,欧,多,利,欧,,,,,,,,
3226,我,只,要,先,观,察,,,,,,,,
3230,你,觉,得,有,压,力,吗,,,,,,,
3234,没,有,,,,,,,,,,,,
3238,你,要,握,我,的,手,吗,,,,,,,
3242,不,要,好,的,,,,,,,,,,
3246,你,头,发,留,好,长,,,,,,,,
3250,很,漂,亮,亲,爱,的,,,,,,,,
3254,能,帮,你,梳,头,发,吗,,,,,,,
3258,只,是,小,地,震,没,事,的,,,,,,
3262,没,事,的,有,我,在,很,安,全,,,,,
3266,我,来,把,它,调,热,一,点,,,,,,
3270,你,最,好,,,,,,,,,,,
3274,这,里,有,排,水,口,,,,,,,,
3278,在,下,面,这,里,地,板,上,,,,,,
3282,你,要,退,货,还,是,卖,掉,之,后,再,退,,
3286,你,想,怎,么,做,,,,,,,,,
3290,关,灯,比,较,有,气,氛,,,,,,,
3294,我,们,来,泡,个,澡,吧,,,,,,,
3298,你,很,讶,异,吗,,,,,,,,,
3302,或,许,你,不,知,道,我,有,这,种,感,觉,,
3306,不,会,,,,,,,,,,,,
3310,这,是,我,这,辈,子,最,不,惊,讶,的,事,了,
3314,接,下,来,怎,么,进,行,,,,,,,
3318,你,要,看,我,脱,衣,服,,,,,,,
3319,然,后,把,老,二,弄,硬,,,,,,,
3323,之,后,我,再,进,去,,,,,,,,
3327,怎,么,样,,,,,,,,,,,
3331,来,啊,,,,,,,,,,,,
3335,所,以,你,在,想,像,什,么,画,面,,,,
3339,抹,满,泡,泡,的,奶,子,,,,,,,
3340,当,然,,,,,,,,,,,,
3344,我,就,知,道,,,,,,,,,,
3348,这,能,开,吗,,,,,,,,,,
3352,不,行,想,也,知,道,不,行,,,,,,
3356,这,里,没,一,样,东,西,能,用,真,可,悲,,
3360,那,要,乳,交,吗,,,,,,,,,
3364,我,引,起,你,的,注,意,了,,,,,,
3365,有,人,在,吗,,,,,,,,,,
3369,我,们,希,望,你,也,能,享,受,,,,,
3373,没,错,,,,,,,,,,,,
3377,怎,样,才,能,让,你,开,心,,,,,,
3381,了,不,起,,,,,,,,,,,
3382,听,我,说,,,,,,,,,,,
3386,我,们,休,息,一,下,吃,个,点,心,吧,,,
3387,我,们,很,讶,异,我,以,为,,,,,,
3391,怎,么,了,,,,,,,,,,,
3395,你,们,在,做,什,么,,,,,,,,
3399,盘,子,上,怎,么,会,有,饼,干,,,,,
3403,别,走,亲,爱,的,,,,,,,,,
3407,亲,爱,的,,,,,,,,,,,
3411,你,,,,,,,,,,,,,
3415,从,来,没,这,样,叫,过,我,,,,,,
3419,我,有,,,,,,,,,,,,
3423,我,有,这,样,叫,过,你,,,,,,,
3427,是,吗,,,,,,,,,,,,
3431,那,现,在,叫,啊,,,,,,,,,
3435,那,是,什,么,这,是,什,么,,,,,,
3439,新,生,儿,到,十,八,岁,,,,,,,
3443,你,做,不,到,吧,,,,,,,,,
3447,如,果,是,工,作,就,可,以,了,对,吧,,,
3451,给,你,元,,,,,,,,,,,
3452,让,你,叫,我,一,声,亲,爱,的,,,,,
3456,平,分,三,份,,,,,,,,,,
3460,每,份,元,,,,,,,,,,,
3464,这,次,我,不,想,这,样,分,,,,,,
3468,就,三,个,字,说,出,来,,,,,,,
3472,你,就,说,吧,,,,,,,,,,
3476,我,说,不,出,口,,,,,,,,,
3480,我,们,不,会,叫,你,亲,爱,的,,,,,
3484,或,者,是,宝,贝,什,么,的,,,,,,
3488,我,们,不,会,用,丝,带,绑,生,日,礼,物,,
3492,我,不,想,要,,,,,,,,,,
3493,就,是,,,,,,,,,,,,
3497,你,就,是,想,要,,,,,,,,,
3501,还,有,什,么,,,,,,,,,,
3505,你,要,我,把,你,放,在,我,的,肚,子,上,吗,
3509,煎,个,松,饼,,,,,,,,,,
3513,你,要,我,跳,一,下,舞,吗,,,,,,
3517,不,想,,,,,,,,,,,,
3518,你,想,,,,,,,,,,,,
3522,你,要,我,们,成,为,做,作,虚,伪,的,人,,
3526,对,不,起,我,不,是,有,意,要,,,,,
3530,那,我,来,,,,,,,,,,,
3534,我,可,以,为,元,,,,,,,,,
3535,叫,你,亲,爱,的,,,,,,,,,
3539,继,续,走,,,,,,,,,,,
3543,好,多,东,西,,,,,,,,,,
3547,是,啊,,,,,,,,,,,,
3551,这,是,什,么,,,,,,,,,,
3555,那,是,很,蠢,的,加,热,杯,垫,,,,,
3559,我,妈,买,东,西,常,常,买,两,份,,,,
3560,然,后,寄,给,我,一,份,,,,,,,
3564,今,天,是,周,三,,,,,,,,,
3568,周,三,因,为,下,水,道,的,关,系,,,,
3569,会,漏,三,次,水,,,,,,,,,
3573,需,要,三,个,人,才,够,,,,,,,
3577,现,在,应,该,满,地,积,水,了,,,,,
3581,他,们,随,时,会,打,电,话,来,,,,,
3585,在,他,们,把,水,桶,放,下,来,之,后,,,
3589,好,吧,,,,,,,,,,,,
3593,不,管,怎,样,谢,谢,你,,,,,,,
3597,给,你,这,些,钱,应,该,够,,,,,,
3601,除,非,你,买,很,多,我,不,知,道,,,,
3605,你,不,用,付,钱,给,,,,,,,,
3609,好,吧,,,,,,,,,,,,
3613,你,有,瘾,头,了,,,,,,,,,
3617,什,么,,,,,,,,,,,,
3621,你,对,他,们,上,瘾,了,,,,,,,
3625,我,亲,戚,提,摩,西,之,前,想,要,戒,毒,,
3629,他,会,正,常,一,阵,子,,,,,,,
3630,然,后,又,突,然,很,想,要,,,,,,
3634,这,有,点,不,一,样,,,,,,,,
3635,他,们,是,我,爸,妈,,,,,,,,
3639,怎,么,说,,,,,,,,,,,
3643,什,么,,,,,,,,,,,,
3647,怎,么,说,他,们,是,你,的,爸,妈,,,,
3651,可,以,举,例,吗,,,,,,,,,
3655,我,们,的,东,西,都,会,平,分,成,三,份,,
3659,从,我,小,时,候,就,这,样,,,,,,
3663,你,把,钱,花,在,哪,里,,,,,,,
3667,什,么,,,,,,,,,,,,
3668,你,的,那,一,份,,,,,,,,,
3672,我,们,分,配,事,情,都,很,公,平,,,,
3676,你,看,吧,,,,,,,,,,,
3680,这,又,是,一,个,例,子,,,,,,,
3684,我,举,出,两,点,了,,,,,,,,
3688,你,是,不,是,忘,了,什,么,,,,,,
3692,亲,爱,的,,,,,,,,,,,
3696,亲,爱,的,,,,,,,,,,,
3700,我,的,甜,心,,,,,,,,,,
3704,我,的,甜,心,宝,贝,,,,,,,,
3708,对,街,就,可,以,兑,现,支,票,,,,,
3712,所,以,你,现,在,要,,,,,,,,
3716,回,家,,,,,,,,,,,,
3720,等,一,下,,,,,,,,,,,
3724,你,真,的,要,给,我,这,么,多,,,,,
3728,这,是,一,整,套,的,服,务,,,,,,
3732,所,以,,,,,,,,,,,,
3736,他,们,不,叫,你,亲,爱,的,,,,,,
3740,甜,心,或,宝,贝,,,,,,,,,
3744,这,项,完,成,了,,,,,,,,,
3748,他,们,不,煎,,,,,,,,,,
3752,松,饼,,,,,,,,,,,,
3756,我,们,不,用,你,可,以,直,接,拿,钱,,,
3760,她,说,把,你,放,在,肚,子,上,,,,,
3761,那,件,事,是,什,么,,,,,,,,
3765,那,叫,乳,房,爬,行,不,用,啦,,,,,
3769,跳,一,下,舞,,,,,,,,,,
3773,我,不,知,道,她,干,吗,说,那,个,,,,
3777,你,跳,过,舞,吗,,,,,,,,,
3781,有,啊,,,,,,,,,,,,
3785,生,日,,,,,,,,,,,,
3789,用,蝴,蝶,结,绑,起,来,的,生,日,礼,物,,
3793,真,的,不,用,这,样,,,,,,,,
3797,完,成,这,些,事,我,拿,到,钱,,,,,
3801,你,就,可,以,走,了,,,,,,,,
3805,我,要,去,买,明,早,煎,松,饼,的,材,料,,
3809,明,早,,,,,,,,,,,,
3810,煎,饼,是,早,餐,,,,,,,,,
3814,那,里,有,摄,影,机,,,,,,,,
3818,还,有,那,里,跟,那,里,,,,,,,
3822,一,流,的,保,全,系,统,都,呈,五,角,形,,
3826,一,定,要,小,心,避,开,,,,,,,
3830,基,本,上,奇,数,走,道,的,东,西,,,,
3831,都,能,免,费,拿,,,,,,,,,
3835,我,是,来,买,东,西,的,,,,,,,
3839,所,以,,,,,,,,,,,,
3843,对,啊,我,只,是,,,,,,,,,
3847,分,享,冷,知,识,,,,,,,,,
3851,可,以,吗,,,,,,,,,,,
3855,你,我,有,睡,衣,,,,,,,,,
3859,不,用,这,样,就,可,以,了,,,,,,
3863,你,在,做,什,么,,,,,,,,,
3867,什,么,意,思,,,,,,,,,,
3871,你,想,要,,,,,,,,,,,
3875,你,想,要,激,怒,我,吗,,,,,,,
3879,什,么,烂,棉,被,有,够,难,睡,,,,,
3883,我,会,直,接,煎,一,大,片,,,,,,
3887,就,不,用,一,直,翻,,,,,,,,
3891,小,一,点,比,较,好,玩,啊,,,,,,
3895,可,以,叠,成,一,堆,,,,,,,,
3899,多,数,的,快,乐,来,自,于,蠢,事,,,,
3903,好,吧,,,,,,,,,,,,
3907,好,所,以,,,,,,,,,,,
3911,完,成,了,,,,,,,,,,,
3915,接,下,来,,,,,,,,,,,
3919,那,个,啊,,,,,,,,,,,
3923,我,可,以,找,个,暗,处,爬,出,来,,,,
3924,没,问,题,,,,,,,,,,,
3928,我,从,一,片,漆,黑,中,爬,出,来,,,,
3932,光,线,很,刺,眼,然,后,这,里,是,肚,子,,
3936,这,样,就,完,成,了,,,,,,,,
3940,我,知,道,一,个,更,暗,的,地,方,,,,
3944,没,关,系,啦,这,样,就,行,了,,,,,
3948,不,会,花,太,久,时,间,,,,,,,
3952,我,们,刚,经,过,七,号,公,车,站,牌,,,
3956,回,程,你,可,以,把,我,放,在,这,里,,,
3960,这,里,是,,,,,,,,,,,
3964,灯,故,障,了,,,,,,,,,,
3968,这,里,真,的,好,暗,但,,,,,,,
3972,但,这,里,太,远,不,用,那,么,麻,烦,,,
3976,一,点,也,没,错,,,,,,,,,
3980,所,以,我,就,爬,出,去,然,后,,,,,
3984,只,是,小,地,震,,,,,,,,,
3988,不,对,愈,摇,愈,大,了,,,,,,,
3992,大,地,震,,,,,,,,,,,
3993,我,们,快,出,去,,,,,,,,,
3997,不,行,不,要,碰,门,或,墙,壁,,,,,
4001,会,触,电,待,在,房,间,中,间,,,,,
4005,门,把,,,,,,,,,,,,
4006,那,是,金,属,会,带,电,不,要,碰,,,,
4010,好,安,静,,,,,,,,,,,
4014,外,面,都,没,有,声,音,,,,,,,
4018,是,很,安,静,,,,,,,,,,
4022,为,什,么,这,么,安,静,,,,,,,
4026,又,变,暗,了,,,,,,,,,,
4027,本,来,就,很,暗,,,,,,,,,
4031,不,对,现,在,是,完,全,黑,暗,,,,,
4035,我,的,天,啊,,,,,,,,,,
4039,怎,么,了,,,,,,,,,,,
4043,怎,么,回,事,,,,,,,,,,
4047,怎,样,,,,,,,,,,,,
4048,你,不,会,想,知,道,的,,,,,,,
4052,我,们,已,经,不,在,人,世,了,,,,,
4056,什,么,,,,,,,,,,,,
4057,没,错,我,想,那,发,生,在,一,瞬,间,,,
4061,第,一,声,巨,响,那,时,候,,,,,,
4062,是,吗,,,,,,,,,,,,
4066,我,们,就,死,了,,,,,,,,,
4070,我,没,事,啊,,,,,,,,,,
4074,无,法,接,受,的,人,都,会,这,样,说,,,
4078,你,可,能,完,全,不,相,信,,,,,,
4079,但,事,实,就,是,如,此,,,,,,,
4083,永,别,人,世,,,,,,,,,,
